timestamp,src_ip,dst_ip,src_port,dst_port,protocol,bytes,packets,threat_source,raw_alert,duration,flags,attack_label,confidence_source,src_country,src_country_name,dst_country,dst_country_name,threat_score,severity,attack_description,bytes_per_packet,packets_per_second,campaign_id
2026-05-27 09:10:45,95.189.24.14,41.226.22.197,7826,177,HTTP,1009,148,ids_snort,Exploration de ports depuis 27.37.48.40 - 148 ports scannés,67.97,RST-ACK,DDoS,67,NL,Netherlands,TN,Tunisia,95.0,Critique,Exploration de ports réseau,6.82,2.18,CAMP_3
2026-05-30 07:12:04,23.157.231.208,41.225.22.217,3073,8080,TCP,221777,40090,siem_splunk,Trafic anormal détecté : 40090 paquets en 47.99s depuis 23.157.231.208,47.99,PSH,DDoS,82,IN,India,TN,Tunisia,100.0,Critique,Distribution Denial of Service - Trafic anormalement élevé,5.53,835.38,
2026-05-24 11:33:09,2.173.245.87,41.226.106.147,39591,25,HTTPS,58798,26108,antivirus,Trafic anormal détecté : 26108 paquets en 133.07s depuis 2.173.245.87,133.07,PSH,DDoS,74,CN,China,TN,Tunisia,96.1,Critique,Distribution Denial of Service - Trafic anormalement élevé,2.25,196.2,
2026-05-23 22:25:23,231.120.176.74,41.227.245.249,64175,25,TCP,324356,34876,ids_suricata,Trafic anormal détecté : 34876 paquets en 352.2s depuis 231.120.176.74,352.2,SYN-ACK,DDoS,78,BR,Brazil,TN,Tunisia,96.7,Critique,Distribution Denial of Service - Trafic anormalement élevé,9.3,99.02,
2026-06-04 22:35:37,82.237.67.90,41.227.159.253,31699,25,TCP,33949,266,edr_sentinel,URL de phishing détectée provenant de 82.237.67.90,43.11,ACK,Phishing,99,IN,India,TN,Tunisia,84.8,Critique,Tentative d'hameçonnage détectée,127.63,6.17,
2026-06-03 06:20:51,5.200.46.184,41.226.51.160,2761,207,UDP,774,369,edr_sentinel,Exploration de ports depuis 59.50.143.94 - 369 ports scannés,16.38,SYN-ACK,Brute Force,99,BR,Brazil,TN,Tunisia,89.8,Critique,Exploration de ports réseau,2.1,22.53,CAMP_4
2026-05-20 07:18:17,5.200.46.184,41.226.122.235,61375,80,UDP,39456,1838,nids_zeek,Communication suspecte détectée entre 5.181.183.192 et 41.226.122.235,128.33,FIN,Brute Force,80,RU,Russia,TN,Tunisia,92.0,Critique,Communication avec C&C ou téléchargement malveillant,21.47,14.32,CAMP_4
2026-05-25 11:14:12,5.200.46.184,41.227.179.80,56759,3306,DNS,4690,52,siem_splunk,Trafic régulier entre 58.173.23.163 et 41.227.179.80,9.0,FIN,Brute Force,20,US,United States,TN,Tunisia,78.0,Haute,Trafic réseau normal,90.19,5.78,CAMP_4
2026-05-08 23:36:20,5.200.46.184,41.226.61.128,34636,3389,TCP,2945,847,nids_zeek,Tentatives d'authentification répétées depuis 89.139.109.163 sur port 3389,446.25,FIN,Brute Force,95,BR,Brazil,TN,Tunisia,89.2,Critique,Tentatives répétées d'authentification,3.48,1.9,CAMP_4
2026-05-13 17:09:23,58.22.20.54,41.226.133.11,58831,443,HTTP,395924,5204,firewall,Trafic anormal détecté : 5204 paquets en 123.25s depuis 58.22.20.54,123.25,FIN,DDoS,76,CN,China,TN,Tunisia,96.4,Critique,Distribution Denial of Service - Trafic anormalement élevé,76.08,42.22,
2026-05-19 02:10:42,95.125.236.166,41.224.233.219,4013,4443,TCP,31718,2729,siem_qradar,Communication suspecte détectée entre 13.128.206.15 et 41.224.233.219,112.38,PSH,Port Scan,89,US,United States,TN,Tunisia,78.3,Haute,Communication avec C&C ou téléchargement malveillant,11.62,24.28,CAMP_5
2026-06-02 00:37:37,95.125.236.166,197.16.57.20,59338,80,TCP,93506,1807,antivirus,Communication suspecte détectée entre 95.211.27.9 et 197.16.57.20,65.66,SYN,Port Scan,81,RU,Russia,TN,Tunisia,77.2,Haute,Communication avec C&C ou téléchargement malveillant,51.75,27.52,CAMP_5
2026-05-23 06:00:27,95.125.236.166,197.20.230.183,49936,25,TCP,192047,37571,firewall,Trafic anormal détecté : 37571 paquets en 59.52s depuis 58.166.234.89,59.52,URG,Port Scan,94,CN,China,TN,Tunisia,79.1,Haute,Distribution Denial of Service - Trafic anormalement élevé,5.11,631.23,CAMP_5
2026-05-20 05:54:02,95.125.236.166,197.9.168.184,57240,855,DNS,1805,368,siem_qradar,Exploration de ports depuis 58.51.217.83 - 368 ports scannés,62.11,SYN,Port Scan,85,CN,China,TN,Tunisia,72.8,Haute,Exploration de ports réseau,4.9,5.92,CAMP_5
2026-05-27 09:45:58,95.125.236.166,41.225.42.197,15898,21,TCP,577,334,edr_sentinel,Tentatives d'authentification répétées depuis 58.134.242.101 sur port 21,1773.02,SYN-ACK,Port Scan,61,CN,China,TN,Tunisia,64.2,Haute,Tentatives répétées d'authentification,1.73,0.19,CAMP_5
2026-05-13 14:52:59,95.125.236.166,197.17.66.87,29040,1433,UDP,2169,1557,xdr,Tentatives d'authentification répétées depuis 131.144.120.152 sur port 1433,1269.38,URG,Port Scan,100,BR,Brazil,TN,Tunisia,80.0,Critique,Tentatives répétées d'authentification,1.39,1.23,CAMP_5
2026-05-17 11:45:42,95.125.236.166,41.227.117.81,45626,53,HTTP,452124,49116,ids_suricata,Trafic anormal détecté : 49116 paquets en 135.18s depuis 14.199.224.39,135.18,RST-ACK,Port Scan,82,US,United States,TN,Tunisia,77.3,Haute,Distribution Denial of Service - Trafic anormalement élevé,9.21,363.34,CAMP_5
2026-05-26 11:45:25,21.243.76.186,41.225.27.217,7370,53,UDP,31122,3987,ids_suricata,Communication suspecte détectée entre 21.243.76.186 et 41.225.27.217,287.5,FIN,Malware,77,BR,Brazil,TN,Tunisia,100.0,Critique,Communication avec C&C ou téléchargement malveillant,7.81,13.87,
2026-05-30 12:57:23,5.175.147.223,197.2.185.95,29038,22,UDP,777,232,edr_sentinel,Tentatives d'authentification répétées depuis 5.7.40.75 sur port 22,988.73,RST,Port Scan,84,RU,Russia,TN,Tunisia,67.6,Haute,Tentatives répétées d'authentification,3.35,0.23,CAMP_6
2026-05-09 21:23:36,5.175.147.223,41.226.72.143,45470,587,TCP,38404,399,ids_snort,URL de phishing détectée provenant de 17.2.110.61,45.56,RST,Port Scan,91,BR,Brazil,TN,Tunisia,73.7,Haute,Tentative d'hameçonnage détectée,96.25,8.76,CAMP_6
2026-05-25 16:34:47,5.175.147.223,41.224.157.24,35671,53,HTTP,106746,18624,antivirus,Trafic anormal détecté : 18624 paquets en 93.67s depuis 2.188.189.174,93.67,RST,Port Scan,100,CN,China,TN,Tunisia,80.0,Critique,Distribution Denial of Service - Trafic anormalement élevé,5.73,198.83,CAMP_6
2026-05-26 07:44:50,5.175.147.223,197.15.157.46,41612,1433,UDP,3508,188,siem_splunk,Tentatives d'authentification répétées depuis 66.72.63.195 sur port 1433,1058.64,RST,Port Scan,63,BR,Brazil,TN,Tunisia,64.5,Haute,Tentatives répétées d'authentification,18.66,0.18,CAMP_6
2026-05-25 21:20:04,5.175.147.223,41.227.3.94,63791,443,HTTP,27742,2037,ids_suricata,Communication suspecte détectée entre 61.73.121.114 et 41.227.3.94,47.7,URG,Port Scan,74,CN,China,TN,Tunisia,76.1,Haute,Communication avec C&C ou téléchargement malveillant,13.62,42.7,CAMP_6
2026-05-21 02:32:44,5.175.147.223,41.225.133.69,2354,663,UDP,479,272,xdr,Exploration de ports depuis 178.197.100.182 - 272 ports scannés,51.19,SYN,Port Scan,76,IN,India,TN,Tunisia,66.4,Haute,Exploration de ports réseau,1.76,5.31,CAMP_6
2026-05-11 20:12:18,5.175.147.223,197.14.171.34,18035,53,HTTP,193899,29802,hids_ossec,Trafic anormal détecté : 29802 paquets en 102.73s depuis 30.112.144.110,102.73,RST-ACK,Port Scan,88,IN,India,TN,Tunisia,78.2,Haute,Distribution Denial of Service - Trafic anormalement élevé,6.51,290.1,CAMP_6
2026-06-05 00:14:09,5.175.147.223,197.13.170.32,5341,21,UDP,4232,815,xdr,Tentatives d'authentification répétées depuis 6.110.178.36 sur port 21,543.57,PSH,Port Scan,83,BR,Brazil,TN,Tunisia,77.5,Haute,Tentatives répétées d'authentification,5.19,1.5,CAMP_6
2026-06-01 14:11:30,5.175.147.223,41.226.41.104,34638,22,TCP,7839,25,ids_suricata,Trafic régulier entre 41.225.14.3 et 41.226.41.104,9.44,SYN,Port Scan,12,TN,Tunisia,TN,Tunisia,56.8,Moyenne,Trafic réseau normal,313.56,2.65,CAMP_6
2026-06-01 12:19:34,5.175.147.223,41.225.192.154,57898,80,HTTPS,4732,41,firewall,Trafic régulier entre 100.181.182.188 et 41.225.192.154,2.23,SYN,Port Scan,13,DE,Germany,TN,Tunisia,57.0,Moyenne,Trafic réseau normal,115.41,18.39,CAMP_6
2026-06-04 21:32:55,5.175.147.223,41.226.243.218,12909,37,TCP,509,360,xdr,Exploration de ports depuis 103.30.90.67 - 360 ports scannés,25.02,PSH,Port Scan,92,NL,Netherlands,TN,Tunisia,73.8,Haute,Exploration de ports réseau,1.41,14.39,CAMP_6
2026-05-20 23:46:36,5.175.147.223,41.227.225.238,27003,4443,TCP,79958,4896,firewall,Communication suspecte détectée entre 102.164.174.169 et 41.227.225.238,281.48,SYN-ACK,Port Scan,81,NL,Netherlands,TN,Tunisia,77.2,Haute,Communication avec C&C ou téléchargement malveillant,16.33,17.39,CAMP_6
2026-06-01 15:29:10,5.175.147.223,41.226.193.23,43951,22,TCP,3829,1361,siem_splunk,Tentatives d'authentification répétées depuis 5.114.0.47 sur port 22,1412.31,URG,Port Scan,99,RU,Russia,TN,Tunisia,79.8,Haute,Tentatives répétées d'authentification,2.81,0.96,CAMP_6
2026-05-10 03:22:38,5.175.147.223,197.11.12.217,37307,443,SSH,15051,3899,edr_crowdstrike,Communication suspecte détectée entre 95.22.25.236 et 197.11.12.217,49.7,RST-ACK,Port Scan,90,RU,Russia,TN,Tunisia,78.5,Haute,Communication avec C&C ou téléchargement malveillant,3.86,78.45,CAMP_6
2026-05-07 17:46:08,5.175.147.223,41.227.212.26,35605,53,UDP,2866,16,xdr,Trafic régulier entre 54.145.219.87 et 41.227.212.26,2.21,PSH,Port Scan,22,US,United States,TN,Tunisia,58.3,Moyenne,Trafic réseau normal,179.12,7.24,CAMP_6
2026-05-27 04:30:08,2.190.179.0,197.10.219.106,48655,80,TCP,20917,34,antivirus,URL de phishing détectée provenant de 2.190.179.0,23.16,PSH,Phishing,77,CN,China,TN,Tunisia,81.5,Critique,Tentative d'hameçonnage détectée,615.21,1.47,
2026-05-17 16:23:46,187.24.188.233,41.226.142.152,44823,4443,HTTPS,39343,1508,edr_crowdstrike,Communication suspecte détectée entre 187.24.188.233 et 41.226.142.152,242.33,SYN,Malware,80,IN,India,TN,Tunisia,100.0,Critique,Communication avec C&C ou téléchargement malveillant,26.09,6.22,
2026-06-01 02:09:04,12.94.95.11,41.226.168.134,11802,1433,TCP,787,778,siem_qradar,Tentatives d'authentification répétées depuis 12.94.95.11 sur port 1433,719.53,SYN,Brute Force,93,US,United States,TN,Tunisia,89.0,Critique,Tentatives répétées d'authentification,1.01,1.08,
2026-05-09 15:58:45,69.47.91.194,197.3.47.64,51390,25,TCP,38464,247,edr_crowdstrike,URL de phishing détectée provenant de 69.47.91.194,24.94,FIN,Phishing,94,US,United States,TN,Tunisia,84.1,Critique,Tentative d'hameçonnage détectée,155.72,9.9,
2026-06-01 21:47:58,5.42.131.77,197.27.108.60,10995,885,HTTPS,1839,260,nids_zeek,Exploration de ports depuis 12.105.149.170 - 260 ports scannés,62.34,SYN,Port Scan,80,US,United States,TN,Tunisia,67.0,Haute,Exploration de ports réseau,7.07,4.17,CAMP_7
2026-05-21 08:30:55,5.42.131.77,41.225.0.32,8779,8080,TCP,451788,47524,antivirus,Trafic anormal détecté : 47524 paquets en 140.24s depuis 13.192.18.178,140.24,FIN,Port Scan,72,US,United States,TN,Tunisia,75.8,Haute,Distribution Denial of Service - Trafic anormalement élevé,9.51,338.88,CAMP_7
2026-06-03 02:48:20,5.42.131.77,41.225.144.223,51388,344,HTTP,609,143,ids_suricata,Exploration de ports depuis 163.232.247.146 - 143 ports scannés,52.0,PSH,Port Scan,96,NL,Netherlands,TN,Tunisia,69.4,Haute,Exploration de ports réseau,4.26,2.75,CAMP_7
2026-05-23 23:52:34,5.42.131.77,197.1.183.127,15223,541,HTTP,477,268,ids_suricata,Exploration de ports depuis 1.11.26.196 - 268 ports scannés,31.91,FIN,Port Scan,69,IN,India,TN,Tunisia,65.3,Haute,Exploration de ports réseau,1.78,8.4,CAMP_7
2026-06-01 16:04:08,5.42.131.77,197.7.50.55,17511,8080,ICMP,418171,43729,antivirus,Trafic anormal détecté : 43729 paquets en 40.74s depuis 48.225.200.133,40.74,FIN,Port Scan,100,US,United States,TN,Tunisia,80.0,Critique,Distribution Denial of Service - Trafic anormalement élevé,9.56,1073.37,CAMP_7
2026-05-21 21:16:04,5.42.131.77,41.225.149.63,45033,3389,TCP,1816,1001,antivirus,Tentatives d'authentification répétées depuis 5.209.99.114 sur port 3389,445.07,SYN-ACK,Port Scan,81,RU,Russia,TN,Tunisia,77.2,Haute,Tentatives répétées d'authentification,1.81,2.25,CAMP_7
2026-05-19 12:52:31,5.42.131.77,41.224.140.24,40051,220,TCP,1679,181,siem_splunk,Exploration de ports depuis 238.92.205.66 - 181 ports scannés,12.65,FIN,Port Scan,76,IN,India,TN,Tunisia,66.4,Haute,Exploration de ports réseau,9.28,14.31,CAMP_7
2026-05-27 18:33:21,5.42.131.77,41.226.68.181,22087,53,TCP,120096,7327,siem_qradar,Trafic anormal détecté : 7327 paquets en 319.38s depuis 26.149.26.110,319.38,SYN,Port Scan,95,IN,India,TN,Tunisia,79.2,Haute,Distribution Denial of Service - Trafic anormalement élevé,16.39,22.94,CAMP_7
2026-06-05 00:21:04,5.192.137.171,197.10.192.166,14963,824,UDP,539,481,xdr,Exploration de ports depuis 2.207.230.17 - 481 ports scannés,82.07,FIN,Brute Force,93,CN,China,TN,Tunisia,89.0,Critique,Exploration de ports réseau,1.12,5.86,CAMP_8
2026-05-12 08:57:34,5.192.137.171,41.224.156.111,45299,22,HTTP,1726,445,edr_sentinel,Tentatives d'authentification répétées depuis 55.66.78.39 sur port 22,579.17,SYN-ACK,Brute Force,82,BR,Brazil,TN,Tunisia,87.3,Critique,Tentatives répétées d'authentification,3.88,0.77,CAMP_8
2026-05-21 23:58:04,5.192.137.171,197.17.152.231,8099,1433,HTTP,985,631,antivirus,Tentatives d'authentification répétées depuis 164.112.1.6 sur port 1433,1706.98,ACK,Brute Force,66,NL,Netherlands,TN,Tunisia,84.9,Critique,Tentatives répétées d'authentification,1.56,0.37,CAMP_8
2026-05-20 05:04:11,5.192.137.171,197.4.118.59,20455,22,SSH,783,1877,xdr,Tentatives d'authentification répétées depuis 5.158.52.52 sur port 22,560.24,ACK,Brute Force,80,RU,Russia,TN,Tunisia,92.0,Critique,Tentatives répétées d'authentification,0.42,3.35,CAMP_8
2026-06-04 17:27:27,5.192.137.171,41.225.23.205,4936,587,DNS,44564,334,ids_suricata,URL de phishing détectée provenant de 1.240.171.79,16.59,URG,Brute Force,86,CN,China,TN,Tunisia,87.9,Critique,Tentative d'hameçonnage détectée,133.43,20.13,CAMP_8
2026-05-15 09:14:50,5.192.137.171,41.226.210.23,57435,53,TCP,62337,3672,antivirus,Communication suspecte détectée entre 5.137.52.88 et 41.226.210.23,202.21,RST,Brute Force,90,RU,Russia,TN,Tunisia,98.5,Critique,Communication avec C&C ou téléchargement malveillant,16.98,18.16,CAMP_8
2026-05-26 19:14:10,5.192.137.171,197.1.49.213,44716,576,HTTPS,1578,427,ids_snort,Exploration de ports depuis 148.126.80.188 - 427 ports scannés,77.7,FIN,Brute Force,87,NL,Netherlands,TN,Tunisia,88.0,Critique,Exploration de ports réseau,3.7,5.5,CAMP_8
2026-06-03 11:06:53,5.192.137.171,197.13.242.181,8101,21,FTP,3809,174,ids_suricata,Tentatives d'authentification répétées depuis 191.235.222.49 sur port 21,1278.89,FIN,Brute Force,86,NL,Netherlands,TN,Tunisia,87.9,Critique,Tentatives répétées d'authentification,21.89,0.14,CAMP_8
2026-05-26 20:30:42,5.192.137.171,197.7.216.86,53100,80,HTTPS,48481,4487,xdr,Communication suspecte détectée entre 233.111.25.81 et 197.7.216.86,189.79,ACK,Brute Force,60,BR,Brazil,TN,Tunisia,94.0,Critique,Communication avec C&C ou téléchargement malveillant,10.8,23.64,CAMP_8
2026-06-01 07:58:26,5.192.137.171,41.224.38.42,50941,699,HTTP,1074,115,hids_ossec,Exploration de ports depuis 5.233.182.102 - 115 ports scannés,89.89,RST-ACK,Brute Force,99,RU,Russia,TN,Tunisia,89.8,Critique,Exploration de ports réseau,9.34,1.28,CAMP_8
2026-05-11 07:59:38,5.192.137.171,197.8.183.210,6757,443,UDP,13764,39,antivirus,Trafic régulier entre 195.57.249.172 et 197.8.183.210,2.56,ACK,Brute Force,22,FR,France,TN,Tunisia,78.3,Haute,Trafic réseau normal,352.92,15.23,CAMP_8
2026-05-22 23:41:26,5.192.137.171,197.23.146.151,57111,1433,DNS,3488,362,waf_cloudflare,Tentatives d'authentification répétées depuis 13.37.236.57 sur port 1433,491.32,RST-ACK,Brute Force,85,BR,Brazil,TN,Tunisia,87.8,Critique,Tentatives répétées d'authentification,9.64,0.74,CAMP_8
2026-05-13 00:53:51,5.192.137.171,41.227.143.102,58016,4443,HTTPS,91335,3803,nids_zeek,Communication suspecte détectée entre 73.94.82.199 et 41.227.143.102,112.92,URG,Brute Force,92,IN,India,TN,Tunisia,98.8,Critique,Communication avec C&C ou téléchargement malveillant,24.02,33.68,CAMP_8
2026-05-14 08:38:30,5.192.137.171,197.15.217.86,33557,257,UDP,1647,273,ids_snort,Exploration de ports depuis 95.6.60.82 - 273 ports scannés,17.27,FIN,Brute Force,69,RU,Russia,TN,Tunisia,85.3,Critique,Exploration de ports réseau,6.03,15.81,CAMP_8
2026-06-04 18:00:58,5.192.137.171,41.225.196.253,31079,1433,TCP,834,1769,siem_splunk,Tentatives d'authentification répétées depuis 10.88.154.166 sur port 1433,1204.21,URG,Brute Force,68,IN,India,TN,Tunisia,90.2,Critique,Tentatives répétées d'authentification,0.47,1.47,CAMP_8
2026-05-19 07:54:03,95.29.195.244,41.226.34.61,32130,8080,SSH,440113,13192,firewall,Trafic anormal détecté : 13192 paquets en 273.25s depuis 12.221.104.141,273.25,ACK,Malware,77,US,United States,TN,Tunisia,100.0,Critique,Distribution Denial of Service - Trafic anormalement élevé,33.36,48.28,CAMP_9
2026-05-29 11:14:06,95.29.195.244,41.225.126.135,36649,4443,TCP,41335,2821,firewall,Communication suspecte détectée entre 5.141.226.33 et 41.225.126.135,22.18,FIN,Malware,79,RU,Russia,TN,Tunisia,100.0,Critique,Communication avec C&C ou téléchargement malveillant,14.65,127.19,CAMP_9
2026-05-17 21:13:31,95.29.195.244,197.23.209.245,51395,53,TCP,9262,111,hids_ossec,Trafic régulier entre 157.252.57.76 et 197.23.209.245,9.27,FIN,Malware,22,GB,United Kingdom,TN,Tunisia,93.3,Critique,Trafic réseau normal,83.44,11.97,CAMP_9
